CRN,RES_TM_min
2016040939,6.0
2016040940,40.0
2016040941,10.0
2016040942,0.0
2016040944,5.0
2016040945,0.0
2016040946,37.0
2016040948,0.0
2016040949,5.0
2016040950,8.0
2016040951,3.0
2016040952,13.0
2016040953,2.0
2016040954,9.0
2016040955,1.0
2016040956,1.0
2016040957,18.0
2016040959,0.0
2016040960,13.0
2016040961,10.0
2016040962,5.0
2016040963,12.0
2016040964,4.0
2016040965,2.0
2016040966,0.0
2016040968,8.0
2016040969,4.0
2016040970,10.0
2016040971,4.0
2016040972,4.0
2016040973,10.0
2016040974,5.0
2016040975,2.0
2016040976,3.0
2016040977,5.0
2016040978,5.0
2016040979,4.0
2016040980,4.0
2016040982,0.0
2016040983,2.0
2016040984,3.0
2016040985,10.0
2016040986,20.0
2016040987,0.0
2016040988,3.0
2016040989,0.0
2016040990,8.0
2016040991,5.0
2016040992,4.0
2016040993,3.0
2016040996,5.0
2016040997,2.0
2016040998,7.0
2016040999,0.0
2016041000,10.0
2016041001,2.0
2016041002,3.0
2016041004,2.0
2016041005,6.0
2016041006,2.0
2016041007,2.0
2016041008,2.0
2016041009,6.0
2016041011,6.0
2016041012,6.0
2016041013,7.0
2016041014,5.0
2016041015,7.0
2016041017,9.0
2016041018,5.0
2016041019,0.0
2016041020,3.0
2016041021,2.0
2016041022,0.0
2016041023,2.0
2016041024,4.0
2016041025,0.0
2016041026,4.0
2016041028,1.0
2016041029,0.0
2016041030,1.0
2016041031,5.0
2016041032,0.0
2016041033,5.0
2016041034,4.0
2016041036,6.0
2016041037,1.0
2016041039,10.0
2016041040,18.0
2016041041,3.0
2016041042,0.0
2016041043,4.0
2016041045,10.0
2016041046,6.0
2016041047,18.0
2016041049,2.0
2016041050,4.0
2016041052,5.0
2016041054,3.0
2016041058,2.0
2016041072,22.0
2016041073,0.0
2016041074,8.0
2016041075,0.0
2016041084,10.0
2016041100,1.0
2016041106,22.0
2016041109,11.0
2016041123,0.0
2016041127,13.0
2016041155,0.0
2016041225,10.0
2016041226,0.0
2016041227,3.0
2016041267,4.0
2016041407,20.0
2016041408,5.0
2016041410,18.0
2016041411,3.0
2016041412,3.0
2016041415,13.0
2016041416,4.0
2016041417,6.0
2016041420,2.0
2016041421,9.0
2016041423,8.0
2016041424,4.0
2016041426,6.0
2016041427,9.0
2016041429,5.0
2016041430,3.0
2016041431,5.0
2016041432,16.0
2016041434,5.0
2016041435,4.0
2016041436,7.0
2016041437,0.0
2016041438,5.0
2016041441,7.0
2016041442,1.0
2016041515,0.0
2016041522,6.0
2016041617,7.0
2016041623,20.0
2016041728,1.0
2016042032,3.0
2016042251,2.0
2016042273,3.0
2016042294,9.0
2016042296,15.0
2016042299,9.0
2016042300,0.0
2016042302,4.0
2016042326,10.0
2016042339,6.0
2016042348,7.0
2016042356,20.0
2016042357,9.0
2016042366,0.0
2016042385,1.0
2016042388,7.0
2016042481,25.0
2016042484,10.0
2016042485,18.0
2016042488,8.0
2016042494,2.0
2016042504,18.0
2016042524,9.0
2016042543,30.0
2016042548,0.0
2016042552,1.0
2016042554,7.0
2016042867,18.0
2016042877,0.0
2016042881,0.0
2016042888,1.0
2016042895,0.0
2016042908,6.0
2016042909,17.0
2016043028,2.0
2016043037,5.0
2016043066,5.0
2016043067,4.0
2016043196,9.0
2016043202,23.0
2016043223,6.0
2016043295,12.0
2016043296,4.0
2016043370,10.0
2016043371,2.0
2016043373,10.0
2016043374,3.0
2016043375,0.0
2016043376,3.0
2016043377,12.0
2016043378,4.0
2016043486,3.0
2016043552,0.0
2016043560,15.0
2016043566,6.0
2016043567,24.0
2016043570,0.0
2016043576,12.0
2016043588,26.0
2016043666,8.0
2016043700,5.0
2016043701,7.0
2016043702,6.0
2016043703,0.0
2016043704,6.0
2016043706,5.0
2016043741,30.0
2016043743,13.0
2016043744,5.0
2016043745,9.0
2016043746,7.0
2016043747,15.0
2016043805,2.0
2016044031,0.0
2016044057,0.0
2016044230,5.0
2016044501,1.0
2016044503,9.0
2016044504,1.0
2016044505,0.0
2016044507,0.0
2016044508,5.0
2016044509,4.0
2016044510,1.0
2016044513,3.0
2016044514,7.0
2016044516,14.0
2016044517,0.0
2016044518,15.0
2016044519,5.0
2016044520,3.0
2016044521,5.0
2016044522,3.0
2016044523,0.0
2016044525,10.0
2016044526,4.0
2016044529,6.0
2016044530,8.0
2016044532,3.0
2016044533,2.0
2016044534,7.0
2016044535,6.0
2016044536,0.0
2016044537,1.0
2016044538,9.0
2016044539,4.0
2016044540,4.0
2016044541,0.0
2016044542,5.0
2016044544,5.0
2016044545,0.0
2016044546,5.0
2016044547,5.0
2016044548,0.0
2016044550,2.0
2016044551,3.0
2016044552,3.0
2016044553,1.0
2016044554,0.0
2016044556,11.0
2016044558,10.0
2016044559,3.0
2016044560,13.0
2016044561,2.0
2016044562,2.0
2016044563,10.0
2016044564,3.0
2016044565,3.0
2016044567,4.0
2016044569,1.0
2016044570,2.0
2016044571,2.0
2016044573,6.0
2016044574,3.0
2016044575,0.0
2016044576,2.0
2016044577,0.0
2016044579,11.0
2016044580,0.0
2016044582,3.0
2016044583,10.0
2016044584,4.0
2016044586,0.0
2016044587,0.0
2016044588,32.0
2016044593,1.0
2016044594,4.0
2016044595,2.0
2016044596,2.0
2016044597,5.0
2016044598,3.0
2016044600,4.0
2016044601,4.0
2016044602,3.0
2016044603,15.0
2016044604,6.0
2016044605,1.0
2016044606,1.0
2016044607,14.0
2016044608,11.0
2016044611,8.0
2016044612,35.0
2016044613,12.0
2016044727,5.0
2016044758,2.0
2016044856,22.0
2016044955,0.0
2016044983,1.0
2016045198,7.0
2016045250,2.0
2016045343,20.0
2016045344,2.0
2016045345,35.0
2016045346,5.0
2016045347,1.0
2016045348,7.0
2016045349,24.0
2016045350,15.0
2016045352,7.0
2016045353,4.0
2016045354,1.0
2016045356,0.0
2016045357,1.0
2016045408,5.0
2016045653,0.0
2016045671,13.0
2016045726,5.0
2016045727,5.0
2016045729,0.0
2016045731,2.0
2016045732,5.0
2016045737,2.0
2016045738,2.0
2016045739,2.0
2016045740,6.0
2016045741,6.0
2016045781,7.0
2016045923,3.0
2016046066,0.0
2016046067,4.0
2016046068,5.0
2016046069,5.0
2016046071,0.0
2016046072,0.0
2016046073,19.0
2016046074,9.0
2016046075,3.0
2016046077,2.0
2016046079,2.0
2016046080,2.0
2016046082,3.0
2016046083,2.0
2016046084,7.0
2016046087,10.0
2016046088,6.0
2016046089,2.0
2016046091,3.0
2016046092,4.0
2016046093,6.0
2016046094,4.0
2016046095,25.0
2016046097,4.0
2016046098,5.0
2016046100,0.0
2016046101,5.0
2016046102,15.0
2016046103,14.0
2016046105,0.0
2016046106,3.0
2016046107,5.0
2016046108,5.0
2016046109,5.0
2016046110,3.0
2016046111,4.0
2016046112,7.0
2016046114,0.0
2016046115,1.0
2016046116,0.0
2016046117,15.0
2016046118,0.0
2016046119,5.0
2016046120,3.0
2016046121,0.0
2016046122,10.0
2016046123,14.0
2016046124,25.0
2016046126,16.0
2016046127,5.0
2016046128,3.0
2016046129,10.0
2016046130,2.0
2016046131,5.0
2016046133,9.0
2016046134,4.0
2016046135,8.0
2016046136,5.0
2016046137,3.0
2016046138,2.0
2016046139,8.0
2016046141,10.0
2016046142,7.0
2016046143,5.0
2016046144,1.0
2016046145,11.0
2016046146,7.0
2016046147,12.0
2016046148,6.0
2016046149,18.0
2016046150,8.0
2016046151,0.0
2016046152,4.0
2016046153,8.0
2016046154,5.0
2016046298,19.0
2016046480,10.0
2016046486,16.0
2016046625,3.0
2016046653,2.0
2016046859,0.0
2016046942,10.0
2016046971,0.0
2016046972,15.0
2016046973,6.0
2016046974,3.0
2016046975,10.0
2016046976,4.0
2016046977,6.0
2016046978,15.0
2016046979,0.0
2016046980,0.0
2016046981,7.0
2016046982,5.0
2016046983,1.0
2016046985,10.0
2016046986,0.0
2016046988,2.0
2016046989,0.0
2016046990,0.0
2016046991,4.0
2016046992,0.0
2016046993,0.0
2016046995,5.0
2016046996,2.0
2016046997,4.0
2016046998,7.0
2016046999,5.0
2016047000,12.0
2016047002,5.0
2016047003,7.0
2016047004,5.0
2016047005,0.0
2016047007,8.0
2016047008,4.0
2016047009,13.0
2016047010,6.0
2016047011,0.0
2016047012,2.0
2016047013,0.0
2016047014,1.0
2016047015,13.0
2016047016,1.0
2016047018,5.0
2016047019,0.0
2016047020,11.0
2016047023,0.0
2016047024,20.0
2016047025,3.0
2016047026,4.0
2016047027,2.0
2016047028,26.0
2016047029,6.0
2016047031,4.0
2016047032,0.0
2016047034,3.0
2016047035,5.0
2016047036,5.0
2016047037,3.0
2016047038,6.0
2016047039,4.0
2016047040,6.0
2016047041,10.0
2016047042,5.0
2016047043,4.0
2016047044,5.0
2016047045,2.0
2016047047,5.0
2016047048,37.0
2016047049,5.0
2016047050,15.0
2016047051,4.0
2016047052,5.0
2016047053,15.0
2016047054,5.0
2016047158,0.0
2016047308,9.0
2016047333,1.0
2016047660,26.0
2016047661,2.0
2016047762,3.0
2016047763,8.0
2016047764,31.0
2016047765,3.0
2016047769,1.0
2016047770,8.0
2016047772,10.0
2016047773,8.0
2016047774,1.0
2016047775,0.0
2016047776,12.0
2016047799,2.0
2016047800,10.0
2016047801,10.0
2016047802,13.0
2016047803,17.0
2016047804,15.0
2016047805,1.0
2016047806,13.0
2016047807,20.0
2016047808,15.0
2016047811,7.0
2016047813,3.0
2016047814,19.0
2016047999,2.0
2016048077,4.0
2016048127,0.0
2016048187,2.0
2016048192,15.0
2016048193,5.0
2016048194,11.0
2016048331,0.0
2016048416,4.0
2016048511,8.0
2016048513,0.0
2016048514,2.0
2016048515,4.0
2016048516,0.0
2016048517,6.0
2016048518,4.0
2016048519,8.0
2016048520,0.0
2016048521,17.0
2016048522,0.0
2016048523,2.0
2016048524,5.0
2016048526,2.0
2016048527,14.0
2016048528,15.0
2016048529,9.0
2016048530,37.0
2016048531,4.0
2016048532,0.0
2016048533,2.0
2016048535,0.0
2016048536,4.0
2016048537,5.0
2016048539,2.0
2016048540,2.0
2016048541,6.0
2016048542,0.0
2016048543,5.0
2016048544,2.0
2016048545,2.0
2016048546,6.0
2016048548,2.0
2016048549,10.0
2016048551,6.0
2016048552,1.0
2016048553,5.0
2016048554,1.0
2016048555,4.0
2016048556,0.0
2016048557,1.0
2016048558,4.0
2016048559,7.0
2016048560,1.0
2016048561,3.0
2016048562,3.0
2016048564,3.0
2016048565,4.0
2016048566,5.0
2016048568,5.0
2016048569,5.0
2016048570,0.0
2016048571,5.0
2016048572,9.0
2016048573,7.0
2016048574,6.0
2016048575,8.0
2016048586,10.0
2016048588,13.0
2016048589,5.0
2016048591,2.0
2016048592,4.0
2016048594,5.0
2016048595,5.0
2016048596,2.0
2016048597,1.0
2016048598,7.0
2016048599,0.0
2016048600,3.0
2016048601,0.0
2016048602,3.0
2016048603,15.0
2016048604,20.0
2016048605,4.0
2016048607,9.0
2016048609,9.0
2016048610,2.0
2016048611,10.0
2016048612,2.0
2016048613,9.0
2016048614,7.0
2016048615,3.0
2016048618,3.0
2016048619,5.0
2016048622,5.0
2016048623,4.0
2016048624,6.0
2016048625,2.0
2016048627,12.0
2016048628,3.0
2016048629,15.0
2016048630,34.0
2016048631,0.0
2016048632,12.0
2016048633,6.0
2016048634,0.0
2016048635,5.0
2016048636,9.0
2016048637,0.0
2016048638,15.0
2016048639,0.0
2016048640,5.0
2016048641,5.0
2016048642,0.0
2016048643,3.0
2016048644,5.0
2016048645,17.0
2016048646,0.0
2016048647,10.0
2016048648,7.0
2016048649,2.0
2016048650,1.0
2016048651,2.0
2016048652,12.0
2016048653,8.0
2016048654,4.0
2016048655,5.0
2016048656,10.0
2016048657,7.0
2016048658,0.0
2016048659,1.0
2016048660,1.0
2016048661,4.0
2016048662,12.0
2016048663,2.0
2016048664,9.0
2016048665,2.0
2016048666,4.0
2016048667,10.0
2016048668,6.0
2016048669,7.0
2016048670,1.0
2016048671,1.0
2016048672,10.0
2016048673,0.0
2016048676,5.0
2016048677,5.0
2016048678,3.0
2016048679,10.0
2016048680,8.0
2016048682,0.0
2016048684,0.0
2016048685,5.0
2016048686,6.0
2016048687,10.0
2016048688,5.0
2016048689,5.0
2016048690,10.0
2016048691,1.0
2016048692,5.0
2016048693,0.0
2016048694,12.0
2016048696,7.0
2016048698,1.0
2016048699,3.0
2016048700,1.0
2016048701,2.0
2016048702,2.0
2016048703,0.0
2016048704,5.0
2016048705,6.0
2016048706,6.0
2016048707,1.0
2016048708,3.0
2016048710,12.0
2016048711,4.0
2016048712,3.0
2016048713,15.0
2016048714,2.0
2016048725,29.0
2016048732,20.0
2016048736,12.0
2016048764,10.0
2016049105,0.0
2016049196,2.0
2016049242,15.0
2016049243,1.0
2016049244,12.0
2016049245,11.0
2016049247,17.0
2016049248,4.0
2016049254,19.0
2016049256,0.0
2016049263,0.0
2016049276,0.0
2016049291,27.0
2016049316,7.0
2016049318,21.0
2016049319,20.0
2016049320,13.0
2016049321,1.0
2016049322,19.0
2016049325,9.0
2016049326,17.0
2016049390,2.0
2016049419,0.0
2016049460,2.0
2016049462,10.0
2016049470,16.0
2016049515,23.0
2016049599,4.0
2016049675,3.0
2016049859,2.0
2016049966,5.0
2016050031,0.0
2016050032,1.0
2016050033,20.0
2016050034,6.0
2016050036,10.0
2016050038,6.0
2016050039,6.0
2016050040,1.0
2016050041,4.0
2016050042,4.0
2016050043,5.0
2016050044,5.0
2016050045,3.0
2016050046,12.0
2016050094,0.0
2016050096,4.0
2016050097,9.0
2016050098,0.0
2016050100,0.0
2016050140,0.0
2016050149,22.0
2016050150,7.0
2016050267,16.0
2016050276,6.0
2016050279,27.0
2016050283,4.0
2016050284,18.0
2016050289,7.0
2016050293,0.0
2016050298,21.0
2016050311,0.0
2016050336,14.0
2016050498,9.0
2016050502,20.0
2016050503,10.0
2016050506,25.0
2016050515,21.0
2016050541,10.0
2016050560,24.0
2016050811,6.0
2016050865,1.0
2016050866,1.0
2016050867,2.0
2016050868,4.0
2016050869,0.0
2016050871,9.0
2016050872,0.0
2016050873,6.0
2016050874,8.0
2016050875,5.0
2016050876,5.0
2016050877,2.0
2016050878,5.0
2016050879,1.0
2016050880,30.0
2016050881,5.0
2016050904,3.0
2016051264,0.0
2016051265,1.0
2016051266,15.0
2016051267,2.0
2016051268,0.0
2016051269,4.0
2016051270,16.0
2016051271,5.0
2016051272,4.0
2016051273,7.0
2016051274,6.0
2016051275,15.0
2016051276,10.0
2016051277,6.0
2016051278,5.0
2016051279,3.0
2016051280,8.0
2016051281,10.0
2016051283,7.0
2016051284,0.0
2016051285,10.0
2016051286,1.0
2016051287,5.0
2016051289,10.0
2016051291,4.0
2016051293,9.0
2016051294,5.0
2016051295,9.0
2016051296,18.0
2016051297,9.0
2016051298,10.0
2016051299,1.0
2016051301,3.0
2016051302,13.0
2016051330,0.0
2016051336,5.0
2016051338,37.0
2016051341,15.0
2016051391,0.0
2016051393,24.0
2016051466,2.0
2016051497,7.0
2016051507,8.0
2016051529,20.0
2016051733,2.0
2016051762,1.0
2016051824,3.0
2016051897,2.0
2016052115,1.0
2016052261,6.0
2016052262,0.0
2016052263,3.0
2016052264,5.0
2016052265,14.0
2016052266,3.0
2016052267,0.0
2016052268,3.0
2016052269,9.0
2016052270,8.0
2016052271,4.0
2016052272,4.0
2016052273,1.0
2016052274,3.0
2016052275,0.0
2016052276,1.0
2016052277,3.0
2016052279,22.0
2016052280,6.0
2016052281,0.0
2016052282,2.0
2016052283,2.0
2016052284,10.0
2016052285,3.0
2016052286,6.0
2016052287,1.0
2016052289,6.0
2016052290,10.0
2016052291,6.0
2016052292,2.0
2016052295,4.0
2016052296,28.0
2016052297,2.0
2016052298,0.0
2016052299,10.0
2016052300,0.0
2016052301,5.0
2016052302,2.0
2016052303,5.0
2016052304,4.0
2016052306,6.0
2016052307,7.0
2016052308,3.0
2016052309,10.0
2016052310,2.0
2016052311,2.0
2016052312,3.0
2016052313,1.0
2016052314,6.0
2016052318,0.0
2016052319,0.0
2016052320,19.0
2016052321,2.0
2016052322,20.0
2016052323,7.0
2016052324,8.0
2016052325,5.0
2016052326,7.0
2016052327,10.0
2016052328,3.0
2016052330,2.0
2016052331,5.0
2016052332,0.0
2016052333,5.0
2016052334,0.0
2016052335,5.0
2016052336,3.0
2016052337,3.0
2016052339,1.0
2016052341,3.0
2016052342,10.0
2016052343,8.0
2016052344,3.0
2016052345,0.0
2016052346,2.0
2016052347,4.0
2016052348,6.0
2016052350,2.0
2016052351,2.0
2016052352,5.0
2016052353,1.0
2016052354,5.0
2016052355,4.0
2016052356,3.0
2016052357,7.0
2016052359,3.0
2016052360,4.0
2016052361,3.0
2016052362,0.0
2016052363,0.0
2016052365,0.0
2016052366,4.0
2016052367,2.0
2016052368,0.0
2016052369,5.0
2016052370,2.0
2016052371,8.0
2016052372,7.0
2016052374,3.0
2016052375,7.0
2016052376,5.0
2016052377,25.0
2016052379,0.0
2016052380,4.0
2016052381,3.0
2016052382,5.0
2016052383,2.0
2016052384,0.0
2016052385,1.0
2016052386,10.0
2016052387,5.0
2016052388,4.0
2016052390,0.0
2016052391,6.0
2016052392,4.0
2016052394,5.0
2016052395,6.0
2016052396,14.0
2016052397,9.0
2016052398,0.0
2016052399,6.0
2016052401,9.0
2016052402,3.0
2016052403,4.0
2016052404,9.0
2016052405,5.0
2016052406,0.0
2016052407,5.0
2016052408,1.0
2016052409,6.0
2016052410,2.0
2016052411,4.0
2016052412,5.0
2016052415,1.0
2016052416,0.0
2016052417,1.0
2016052418,4.0
2016052419,1.0
2016052420,0.0
2016052438,3.0
2016052487,9.0
2016052525,0.0
2016052649,10.0
2016052820,20.0
2016052821,0.0
2016052822,2.0
2016052823,4.0
2016052824,0.0
2016052825,4.0
2016052826,2.0
2016052827,3.0
2016052828,3.0
2016052829,3.0
2016052830,0.0
2016052831,23.0
2016052832,4.0
2016052833,4.0
2016052835,13.0
2016052836,5.0
2016052837,3.0
2016052838,3.0
2016052839,2.0
2016052840,8.0
2016052841,4.0
2016052843,4.0
2016052844,10.0
2016052845,0.0
2016052846,1.0
2016052847,0.0
2016052848,5.0
2016052849,5.0
2016052850,7.0
2016052851,0.0
2016052852,3.0
2016052853,14.0
2016052854,14.0
2016052855,14.0
2016052856,1.0
2016052857,2.0
2016052858,11.0
2016052868,21.0
2016052871,12.0
2016052872,12.0
2016052873,0.0
2016052874,4.0
2016052880,0.0
2016052883,27.0
2016052886,9.0
2016052919,18.0
2016052921,4.0
2016052922,25.0
2016052926,13.0
2016052929,0.0
2016052935,21.0
2016052936,8.0
2016052944,36.0
2016052952,3.0
2016052954,9.0
2016052958,0.0
2016052987,6.0
2016052992,40.0
2016053089,12.0
2016053170,2.0
2016053237,15.0
2016053264,8.0
2016053265,0.0
2016053266,4.0
2016053267,19.0
2016053268,0.0
2016053269,5.0
2016053285,28.0
2016053287,19.0
2016053288,4.0
2016053289,25.0
2016053290,13.0
2016053343,19.0
2016053365,0.0
2016053467,13.0
2016053494,1.0
2016053554,2.0
2016053569,0.0
2016053621,2.0
2016053623,5.0
2016053624,2.0
2016053625,11.0
2016053626,2.0
2016053627,1.0
2016053629,3.0
2016053630,5.0
2016053631,1.0
2016053632,4.0
2016053633,30.0
2016053634,15.0
2016053635,2.0
2016053636,4.0
2016053638,20.0
2016053639,5.0
2016053640,1.0
2016053641,3.0
2016053642,1.0
2016053643,6.0
2016053644,13.0
2016053645,5.0
2016053647,28.0
2016053648,0.0
2016053650,3.0
2016053651,0.0
2016053652,3.0
2016053654,4.0
2016053655,1.0
2016053656,15.0
2016053657,0.0
2016053659,7.0
2016053660,6.0
2016053661,2.0
2016053662,0.0
2016053663,1.0
2016053664,2.0
2016053665,3.0
2016053666,5.0
2016053667,2.0
2016053669,5.0
2016053670,5.0
2016053671,5.0
2016053672,0.0
2016053673,2.0
2016053674,5.0
2016053676,10.0
2016053677,5.0
2016053678,5.0
2016053679,10.0
2016053680,2.0
2016053681,20.0
2016053682,1.0
2016053683,13.0
2016053684,5.0
2016053685,5.0
2016053686,6.0
2016053687,4.0
2016053688,6.0
2016053689,8.0
2016053690,2.0
2016053691,5.0
2016053692,3.0
2016053693,3.0
2016053694,5.0
2016053696,4.0
2016053697,15.0
2016053699,3.0
2016053700,0.0
2016053701,2.0
2016053702,5.0
2016053704,9.0
2016053706,5.0
2016053707,2.0
2016053708,4.0
2016053709,9.0
2016053710,4.0
2016053711,7.0
2016053712,5.0
2016053713,9.0
2016053714,3.0
2016053717,6.0
2016053718,0.0
2016053719,5.0
2016053720,5.0
2016053721,5.0
2016053722,3.0
2016053723,0.0
2016053724,3.0
2016053725,40.0
2016053726,16.0
2016053727,7.0
2016053728,5.0
2016053729,2.0
2016053730,5.0
2016053731,17.0
2016053732,5.0
2016053733,0.0
2016053734,3.0
2016053736,20.0
2016053737,10.0
2016053738,0.0
2016053739,2.0
2016053740,5.0
2016053741,5.0
2016053742,5.0
2016053743,0.0
2016053744,0.0
2016053745,5.0
2016053747,3.0
2016053748,9.0
2016053749,5.0
2016053750,3.0
2016053751,9.0
2016053752,19.0
2016053753,6.0
2016053755,8.0
2016053756,6.0
2016053757,4.0
2016053758,9.0
2016053759,7.0
2016053760,5.0
2016053761,3.0
2016053762,10.0
2016053763,0.0
2016053764,4.0
2016053765,0.0
2016053766,0.0
2016053767,3.0
2016053768,14.0
2016053769,6.0
2016053770,9.0
2016053771,45.0
2016053772,4.0
2016053773,2.0
2016053774,0.0
2016053775,0.0
2016053776,3.0
2016053778,5.0
2016053779,30.0
2016053780,8.0
2016053781,11.0
2016053783,10.0
2016053784,5.0
2016053785,5.0
2016053786,6.0
2016053787,11.0
2016053788,11.0
2016053790,5.0
2016053791,0.0
2016053792,6.0
2016053793,4.0
2016053794,14.0
2016053795,11.0
2016053796,5.0
2016053797,4.0
2016053799,2.0
2016053800,9.0
2016053801,15.0
2016053802,3.0
2016053803,13.0
2016053804,5.0
2016053805,7.0
2016053806,2.0
2016053807,5.0
2016053808,12.0
2016053809,6.0
2016053810,6.0
2016053811,4.0
2016053812,2.0
2016053814,3.0
2016053816,13.0
2016053817,1.0
2016053818,5.0
2016053819,0.0
2016053820,0.0
2016053821,5.0
2016053822,6.0
2016053823,2.0
2016053824,16.0
2016053825,5.0
2016053827,0.0
2016053828,7.0
2016053829,3.0
2016053830,6.0
2016053831,0.0
2016053855,7.0
2016053858,5.0
2016053859,11.0
2016053861,4.0
2016053865,10.0
2016053866,3.0
2016053896,6.0
2016053897,9.0
2016053900,8.0
2016053902,7.0
2016053903,0.0
2016053909,9.0
2016053913,10.0
2016053915,2.0
2016053919,5.0
2016053949,1.0
2016054140,5.0
2016054148,0.0
2016054149,0.0
2016054150,11.0
2016054151,1.0
2016054152,6.0
2016054153,5.0
2016054154,0.0
2016054156,0.0
2016054157,3.0
2016054158,2.0
2016054159,5.0
2016054160,5.0
2016054161,5.0
2016054162,5.0
2016054163,5.0
2016054164,13.0
2016054165,10.0
2016054166,2.0
2016054167,1.0
2016054168,5.0
2016054169,7.0
2016054170,26.0
2016054171,1.0
2016054172,15.0
2016054173,14.0
2016054174,11.0
2016054175,12.0
2016054176,8.0
2016054177,6.0
2016054178,9.0
2016054179,6.0
2016054180,5.0
2016054181,5.0
2016054182,0.0
2016054183,4.0
2016054184,0.0
2016054185,8.0
2016054186,7.0
2016054187,2.0
2016054188,5.0
2016054189,17.0
2016054190,2.0
2016054191,1.0
2016054192,4.0
2016054194,0.0
2016054195,4.0
2016054196,20.0
2016054197,4.0
2016054198,2.0
2016054200,9.0
2016054201,2.0
2016054202,7.0
2016054234,25.0
2016054235,8.0
2016054236,23.0
2016054238,3.0
2016054239,10.0
2016054776,0.0
2016054872,1.0
2016055081,20.0
2016055415,2.0
2016055601,2.0
2016055602,16.0
2016055603,8.0
2016055604,4.0
2016055606,0.0
2016055607,1.0
2016055608,1.0
2016055609,3.0
2016055610,0.0
2016055612,7.0
2016055665,15.0
2016056006,13.0
2016056007,4.0
2016056008,3.0
2016056009,1.0
2016056010,3.0
2016056011,7.0
2016056012,3.0
2016056013,11.0
2016056014,3.0
2016056015,2.0
2016056016,0.0
2016056017,5.0
2016056018,5.0
2016056019,0.0
2016056020,5.0
2016056021,10.0
2016056022,22.0
2016056023,6.0
2016056024,0.0
2016056025,15.0
2016056026,7.0
2016056027,3.0
2016056028,0.0
2016056029,3.0
2016056030,7.0
2016056031,13.0
2016056032,6.0
2016056033,10.0
2016056034,2.0
2016056036,3.0
2016056038,6.0
2016056039,10.0
2016056040,11.0
2016056041,8.0
2016056042,0.0
2016056043,3.0
2016056044,5.0
2016056045,13.0
2016056046,5.0
2016056047,5.0
2016056048,6.0
2016056049,5.0
2016056050,6.0
2016056052,1.0
2016056055,7.0
2016056056,2.0
2016056057,1.0
2016056058,5.0
2016056059,6.0
2016056060,7.0
2016056061,16.0
2016056062,0.0
2016056063,0.0
2016056065,1.0
2016056066,4.0
2016056067,2.0
2016056068,8.0
2016056070,9.0
2016056071,5.0
2016056072,5.0
2016056073,11.0
2016056074,2.0
2016056075,7.0
2016056076,5.0
2016056077,7.0
2016056078,6.0
2016056079,15.0
2016056080,10.0
2016056081,6.0
2016056083,4.0
2016056084,2.0
2016056085,5.0
2016056086,0.0
2016056087,3.0
2016056088,3.0
2016056089,2.0
2016056090,4.0
2016056091,18.0
2016056092,5.0
2016056093,4.0
2016056094,17.0
2016056095,2.0
2016056096,5.0
2016056110,13.0
2016056160,0.0
2016056376,6.0
2016056434,3.0
2016056435,5.0
2016056468,11.0
2016056719,0.0
2016056749,6.0
2016057069,0.0
2016057239,18.0
2016057269,3.0
2016057270,5.0
2016057272,0.0
2016057273,10.0
2016057274,3.0
2016057275,2.0
2016057276,15.0
2016057277,6.0
2016057278,5.0
2016057279,11.0
2016057280,7.0
2016057282,7.0
2016057284,10.0
2016057312,7.0
2016058010,10.0
2016058094,7.0
2016058095,2.0
2016058097,3.0
2016058098,0.0
2016058121,4.0
2016058125,32.0
2016058127,0.0
2016058133,15.0
2016058184,0.0
2016058193,0.0
2016058198,0.0
2016058205,11.0
2016058502,5.0
2016058503,0.0
2016058504,13.0
2016058505,5.0
2016058506,6.0
2016058508,4.0
2016058509,7.0
2016058510,3.0
2016058511,4.0
2016058513,5.0
2016058514,0.0
2016058516,2.0
2016058517,2.0
2016058518,0.0
2016058519,4.0
2016058521,3.0
2016058522,4.0
2016058523,8.0
2016058524,16.0
2016058526,6.0
2016058527,3.0
2016058528,9.0
2016058529,0.0
2016058530,15.0
2016058531,5.0
2016058532,0.0
2016058533,10.0
2016058534,0.0
2016058535,8.0
2016058536,22.0
2016058537,15.0
2016058538,8.0
2016058539,5.0
2016058540,5.0
2016058541,2.0
2016058542,4.0
2016058543,45.0
2016058544,2.0
2016058545,10.0
2016058546,0.0
2016058547,10.0
2016058548,0.0
2016058549,5.0
2016058550,0.0
2016058551,1.0
2016058552,1.0
2016058553,1.0
2016058554,5.0
2016058555,0.0
2016058556,1.0
2016058557,5.0
2016058558,7.0
2016058559,6.0
2016058560,1.0
2016058561,7.0
2016058562,5.0
2016058563,0.0
2016058564,10.0
2016058565,1.0
2016058566,0.0
2016058567,2.0
2016058568,5.0
2016058569,5.0
2016058570,0.0
2016058571,4.0
2016058572,0.0
2016058573,2.0
2016058574,5.0
2016058575,4.0
2016058576,7.0
2016058577,0.0
2016058578,15.0
2016058579,4.0
2016058580,7.0
2016058581,7.0
2016058582,9.0
2016058583,6.0
2016058584,5.0
2016058585,11.0
2016058586,6.0
2016058587,15.0
2016058588,12.0
2016058589,2.0
2016058590,15.0
2016058592,0.0
2016058593,20.0
2016058594,1.0
2016058595,6.0
2016058596,2.0
2016058597,1.0
2016058598,0.0
2016058599,6.0
