,,crime_crime_Aggravated Assault Firearm,crime_crime_Aggravated Assault No Firearm,crime_crime_All Other Offenses,crime_crime_Arson,crime_crime_Burglary Non-Residential,crime_crime_Burglary Residential,crime_crime_DRIVING UNDER THE INFLUENCE,crime_crime_Disorderly Conduct,crime_crime_Embezzlement,crime_crime_Forgery and Counterfeiting,crime_crime_Fraud,crime_crime_Gambling Violations,crime_crime_Homicide - Criminal,crime_crime_Homicide - Criminal ,crime_crime_Homicide - Gross Negligence,crime_crime_Homicide - Justifiable ,crime_crime_Liquor Law Violations,crime_crime_Motor Vehicle Theft,crime_crime_Narcotic / Drug Law Violations,crime_crime_Offenses Against Family and Children,crime_crime_Other Assaults,crime_crime_Other Sex Offenses (Not Commercialized),crime_crime_Prostitution and Commercialized Vice,crime_crime_Public Drunkenness,crime_crime_Rape,crime_crime_Receiving Stolen Property,crime_crime_Robbery Firearm,crime_crime_Robbery No Firearm,crime_crime_Theft from Vehicle,crime_crime_Thefts,crime_crime_Vagrancy/Loitering,crime_crime_Vandalism/Criminal Mischief,crime_crime_Weapon Violations,crime_total,crash_crash_AUTOMOBILE_COUNT,crash_crash_BELTED_DEATH_COUNT,crash_crash_BELTED_SUSP_SERIOUS_INJ_COUNT,crash_crash_BICYCLE_COUNT,crash_crash_BICYCLE_DEATH_COUNT,crash_crash_BICYCLE_SUSP_SERIOUS_INJ_COUNT,crash_crash_BUS_COUNT,crash_crash_CHLDPAS_DEATH_COUNT,crash_crash_CHLDPAS_SUSP_SERIOUS_INJ_COUNT,crash_crash_COMM_VEH_COUNT,crash_crash_DRIVER_COUNT_16YR,crash_crash_DRIVER_COUNT_17YR,crash_crash_DRIVER_COUNT_18YR,crash_crash_DRIVER_COUNT_19YR,crash_crash_DRIVER_COUNT_20YR,crash_crash_DRIVER_COUNT_50_64YR,crash_crash_DRIVER_COUNT_65_74YR,crash_crash_DRIVER_COUNT_75PLUS,crash_crash_FATAL_COUNT,crash_crash_HEAVY_TRUCK_COUNT,crash_crash_HORSE_BUGGY_COUNT,crash_crash_INJURY_COUNT,crash_crash_MCYCLE_DEATH_COUNT,crash_crash_MCYCLE_SUSP_SERIOUS_INJ_COUNT,crash_crash_MOTORCYCLE_COUNT,crash_crash_NONMOTR_COUNT,crash_crash_NONMOTR_DEATH_COUNT,crash_crash_NONMOTR_SUSP_SERIOUS_INJ_COUNT,crash_crash_PED_COUNT,crash_crash_PED_DEATH_COUNT,crash_crash_PED_SUSP_SERIOUS_INJ_COUNT,crash_crash_PERSON_COUNT,crash_crash_POSSIBLE_INJ_COUNT,crash_crash_SMALL_TRUCK_COUNT,crash_crash_SUSP_MINOR_INJ_COUNT,crash_crash_SUSP_SERIOUS_INJ_COUNT,crash_crash_SUV_COUNT,crash_crash_TOT_INJ_COUNT,crash_crash_UNB_DEATH_COUNT,crash_crash_UNB_SUSP_SERIOUS_INJ_COUNT,crash_crash_UNBELTED_OCC_COUNT,crash_crash_UNK_INJ_DEG_COUNT,crash_crash_UNK_INJ_PER_COUNT,crash_crash_VAN_COUNT,crash_crash_VEHICLE_COUNT,crash_crash_COLLISION_TYPE_0,crash_crash_COLLISION_TYPE_1,crash_crash_COLLISION_TYPE_2,crash_crash_COLLISION_TYPE_3,crash_crash_COLLISION_TYPE_4,crash_crash_COLLISION_TYPE_5,crash_crash_COLLISION_TYPE_6,crash_crash_COLLISION_TYPE_7,crash_crash_COLLISION_TYPE_8,crash_crash_COLLISION_TYPE_9,crash_crash_COLLISION_TYPE_98,crash_crash_COLLISION_TYPE_99,crash_crash_ILLUMINATION_1.0,crash_crash_ILLUMINATION_2.0,crash_crash_ILLUMINATION_3.0,crash_crash_ILLUMINATION_4.0,crash_crash_ILLUMINATION_5.0,crash_crash_ILLUMINATION_6.0,crash_crash_ILLUMINATION_8.0,crash_crash_ILLUMINATION_9.0,crash_crash_ILLUMINATION_nan,crash_crash_INTERSECT_TYPE_0,crash_crash_INTERSECT_TYPE_1,crash_crash_INTERSECT_TYPE_10,crash_crash_INTERSECT_TYPE_11,crash_crash_INTERSECT_TYPE_12,crash_crash_INTERSECT_TYPE_2,crash_crash_INTERSECT_TYPE_3,crash_crash_INTERSECT_TYPE_5,crash_crash_INTERSECT_TYPE_6,crash_crash_INTERSECT_TYPE_7,crash_crash_INTERSECT_TYPE_9,crash_crash_LOCATION_TYPE_0,crash_crash_LOCATION_TYPE_1,crash_crash_LOCATION_TYPE_2,crash_crash_LOCATION_TYPE_3,crash_crash_LOCATION_TYPE_4,crash_crash_LOCATION_TYPE_5,crash_crash_LOCATION_TYPE_6,crash_crash_LOCATION_TYPE_7,crash_crash_LOCATION_TYPE_8,crash_crash_LOCATION_TYPE_99,crash_crash_MAX_SEVERITY_LEVEL_0,crash_crash_MAX_SEVERITY_LEVEL_1,crash_crash_MAX_SEVERITY_LEVEL_2,crash_crash_MAX_SEVERITY_LEVEL_3,crash_crash_MAX_SEVERITY_LEVEL_4,crash_crash_MAX_SEVERITY_LEVEL_8,crash_crash_MAX_SEVERITY_LEVEL_9,crash_crash_RELATION_TO_ROAD_1,crash_crash_RELATION_TO_ROAD_2,crash_crash_RELATION_TO_ROAD_3,crash_crash_RELATION_TO_ROAD_4,crash_crash_RELATION_TO_ROAD_5,crash_crash_RELATION_TO_ROAD_6,crash_crash_RELATION_TO_ROAD_7,crash_crash_RELATION_TO_ROAD_9,crash_crash_ROAD_CONDITION_0,crash_crash_ROAD_CONDITION_1,crash_crash_ROAD_CONDITION_2,crash_crash_ROAD_CONDITION_3,crash_crash_ROAD_CONDITION_4,crash_crash_ROAD_CONDITION_5,crash_crash_ROAD_CONDITION_6,crash_crash_ROAD_CONDITION_7,crash_crash_ROAD_CONDITION_8,crash_crash_ROAD_CONDITION_9,crash_crash_ROAD_CONDITION_98,crash_crash_ROAD_CONDITION_99,crash_crash_TCD_TYPE_0,crash_crash_TCD_TYPE_1,crash_crash_TCD_TYPE_2,crash_crash_TCD_TYPE_3,crash_crash_TCD_TYPE_4,crash_crash_TCD_TYPE_5,crash_crash_TCD_TYPE_6,crash_crash_TCD_TYPE_7,crash_crash_TCD_TYPE_8,crash_crash_TCD_TYPE_9,crash_crash_URBAN_RURAL_3,crash_crash_WEATHER1_10,crash_crash_WEATHER1_2,crash_crash_WEATHER1_3,crash_crash_WEATHER1_4,crash_crash_WEATHER1_5,crash_crash_WEATHER1_6,crash_crash_WEATHER1_7,crash_crash_WEATHER1_8,crash_crash_WEATHER1_9,crash_crash_WEATHER1_98,crash_crash_WEATHER1_99,crash_total,traffic_stop_subject_race_asian/pacific islander,traffic_stop_subject_race_black,traffic_stop_subject_race_hispanic,traffic_stop_subject_race_other,traffic_stop_subject_race_unknown,traffic_stop_subject_race_white,traffic_stop_subject_sex_female,traffic_stop_subject_sex_male,traffic_stop_type_pedestrian,traffic_stop_type_vehicular,traffic_stop_outcome_arrest,traffic_stop_outcome_none,traffic_stop_contraband_found,traffic_stop_frisk_performed,traffic_stop_search_conducted,traffic_stop_arrest_made,traffic_stop_total
24.0,2015-06-30,21.0,25.0,449.0,6.0,7.0,30.0,25.0,23.0,4.0,0.0,44.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,162.0,0.0,108.0,2.0,25.0,0.0,5.0,0.0,13.0,23.0,39.0,104.0,21.0,67.0,10.0,1221.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,11.0,4.0,0.0,0.0,1.0,0.0,48.0,0.0,0.0,3.0,9.0,0.0,1.0,8.0,0.0,1.0,127.0,27.0,6.0,6.0,1.0,20.0,48.0,0.0,0.0,11.0,14.0,8.0,10.0,96.0,0.0,16.0,1.0,0.0,12.0,5.0,2.0,8.0,7.0,0.0,0.0,0.0,32.0,0.0,14.0,3.0,1.0,1.0,0.0,0.0,0.0,32.0,14.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,1.0,5.0,17.0,11.0,3.0,38.0,1.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,36.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,43.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1029.0,37.0,931.0,1170.0,9.0,21.0,1480.0,878.0,2769.0,2044.0,1604.0,404.0,3244.0,233.0,313.0,392.0,404.0,15933.0
24.0,2015-07-31,18.0,34.0,483.0,3.0,18.0,19.0,34.0,16.0,0.0,0.0,55.0,0.0,3.0,3.0,0.0,0.0,0.0,17.0,141.0,8.0,107.0,7.0,20.0,7.0,9.0,0.0,20.0,29.0,36.0,115.0,24.0,83.0,7.0,1316.0,56.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,2.0,1.0,2.0,0.0,60.0,0.0,0.0,1.0,17.0,0.0,1.0,13.0,0.0,1.0,161.0,30.0,10.0,6.0,5.0,24.0,60.0,0.0,1.0,9.0,19.0,10.0,6.0,102.0,0.0,12.0,2.0,0.0,17.0,4.0,2.0,5.0,9.0,0.0,0.0,0.0,35.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,19.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,4.0,5.0,20.0,11.0,2.0,42.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,28.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1131.0,31.0,921.0,1126.0,4.0,17.0,1525.0,880.0,2743.0,2210.0,1414.0,443.0,3181.0,253.0,270.0,429.0,443.0,15890.0
24.0,2015-08-31,23.0,28.0,414.0,6.0,25.0,27.0,37.0,23.0,1.0,2.0,42.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0,166.0,2.0,106.0,3.0,32.0,4.0,4.0,0.0,21.0,26.0,53.0,105.0,22.0,83.0,9.0,1278.0,57.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,7.0,1.0,0.0,0.0,2.0,0.0,49.0,0.0,1.0,2.0,12.0,0.0,0.0,5.0,0.0,0.0,128.0,26.0,11.0,7.0,1.0,17.0,49.0,0.0,0.0,11.0,15.0,3.0,10.0,100.0,0.0,19.0,1.0,0.0,13.0,4.0,1.0,5.0,5.0,1.0,0.0,0.0,36.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,28.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,45.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,7.0,21.0,10.0,0.0,36.0,0.0,1.0,3.0,1.0,8.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,33.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1019.0,45.0,1028.0,1295.0,11.0,25.0,1819.0,900.0,3321.0,2488.0,1735.0,438.0,3785.0,267.0,351.0,467.0,438.0,18413.0
24.0,2015-09-30,18.0,24.0,251.0,2.0,10.0,23.0,29.0,21.0,0.0,0.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,137.0,0.0,109.0,5.0,15.0,2.0,2.0,0.0,17.0,26.0,60.0,126.0,0.0,84.0,6.0,1026.0,73.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,10.0,2.0,3.0,1.0,1.0,0.0,52.0,0.0,0.0,1.0,13.0,1.0,0.0,7.0,1.0,0.0,138.0,30.0,8.0,7.0,0.0,26.0,52.0,0.0,0.0,6.0,15.0,9.0,12.0,127.0,0.0,12.0,2.0,0.0,21.0,12.0,5.0,1.0,6.0,0.0,0.0,0.0,35.0,5.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,31.0,23.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0,0.0,7.0,21.0,10.0,4.0,48.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,33.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,0.0,56.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1203.0,41.0,839.0,1025.0,4.0,25.0,1529.0,829.0,2633.0,2041.0,1422.0,263.0,3200.0,137.0,216.0,269.0,263.0,14736.0
24.0,2015-10-31,14.0,23.0,296.0,3.0,3.0,28.0,26.0,15.0,5.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,176.0,0.0,113.0,11.0,21.0,4.0,8.0,1.0,23.0,33.0,69.0,123.0,0.0,72.0,13.0,1144.0,75.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,10.0,8.0,4.0,0.0,3.0,0.0,68.0,0.0,0.0,3.0,9.0,0.0,0.0,4.0,0.0,0.0,150.0,35.0,11.0,2.0,1.0,23.0,68.0,0.0,0.0,21.0,30.0,4.0,7.0,124.0,0.0,21.0,1.0,0.0,15.0,13.0,1.0,3.0,4.0,0.0,0.0,0.0,36.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,16.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,48.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,1.0,2.0,24.0,17.0,2.0,46.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,35.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,54.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1250.0,47.0,1064.0,1393.0,7.0,41.0,1791.0,1059.0,3283.0,2460.0,1883.0,380.0,3963.0,235.0,307.0,407.0,380.0,18700.0
24.0,2015-11-30,19.0,33.0,242.0,4.0,9.0,22.0,35.0,19.0,2.0,3.0,61.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,169.0,0.0,82.0,4.0,18.0,4.0,7.0,0.0,19.0,26.0,45.0,118.0,0.0,67.0,11.0,1036.0,39.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,15.0,1.0,2.0,1.0,2.0,0.0,40.0,0.0,0.0,1.0,14.0,0.0,2.0,13.0,0.0,2.0,110.0,19.0,9.0,5.0,3.0,18.0,40.0,0.0,0.0,17.0,13.0,11.0,8.0,81.0,0.0,9.0,0.0,0.0,18.0,3.0,0.0,2.0,12.0,0.0,0.0,0.0,23.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,1.0,3.0,5.0,15.0,10.0,2.0,38.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,23.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,35.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,914.0,40.0,1191.0,1369.0,6.0,29.0,1722.0,1004.0,3352.0,2333.0,2024.0,359.0,3998.0,209.0,372.0,404.0,359.0,18771.0
24.0,2015-12-31,18.0,32.0,176.0,5.0,12.0,23.0,32.0,14.0,7.0,0.0,40.0,0.0,2.0,0.0,0.0,0.0,4.0,8.0,119.0,1.0,83.0,4.0,19.0,1.0,12.0,0.0,19.0,20.0,50.0,119.0,0.0,75.0,8.0,903.0,55.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,15.0,5.0,1.0,0.0,3.0,0.0,43.0,0.0,0.0,0.0,9.0,0.0,1.0,5.0,0.0,1.0,122.0,23.0,5.0,4.0,1.0,27.0,43.0,0.0,0.0,14.0,15.0,8.0,6.0,97.0,0.0,12.0,4.0,0.0,20.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,22.0,0.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,19.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,4.0,18.0,10.0,4.0,41.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,26.0,1.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,36.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,995.0,29.0,992.0,1125.0,11.0,34.0,1414.0,843.0,2758.0,1799.0,1806.0,235.0,3370.0,126.0,358.0,267.0,235.0,15402.0
24.0,2016-01-31,7.0,18.0,172.0,2.0,4.0,14.0,33.0,9.0,0.0,0.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,145.0,0.0,83.0,7.0,27.0,2.0,6.0,0.0,11.0,26.0,64.0,123.0,3.0,53.0,17.0,885.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,2.0,0.0,4.0,0.0,41.0,0.0,0.0,1.0,7.0,0.0,2.0,6.0,0.0,2.0,99.0,13.0,7.0,2.0,3.0,18.0,41.0,0.0,0.0,13.0,23.0,3.0,4.0,78.0,1.0,12.0,1.0,0.0,11.0,1.0,1.0,7.0,5.0,0.0,0.0,0.0,24.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,37.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,13.0,13.0,1.0,30.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,27.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,819.0,41.0,986.0,1128.0,6.0,49.0,1448.0,801.0,2848.0,1881.0,1777.0,315.0,3343.0,174.0,471.0,370.0,315.0,15953.0
24.0,2016-02-29,7.0,25.0,157.0,5.0,5.0,14.0,34.0,15.0,2.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,155.0,1.0,110.0,6.0,13.0,1.0,7.0,0.0,16.0,13.0,50.0,91.0,0.0,81.0,18.0,890.0,44.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,2.0,15.0,3.0,1.0,0.0,3.0,0.0,39.0,0.0,0.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,103.0,13.0,6.0,7.0,0.0,15.0,39.0,0.0,0.0,16.0,19.0,6.0,9.0,80.0,0.0,14.0,0.0,0.0,9.0,6.0,0.0,3.0,10.0,0.0,0.0,0.0,24.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,16.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,39.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,11.0,18.0,1.0,36.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,1.0,0.0,32.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,876.0,44.0,1002.0,1186.0,3.0,26.0,1352.0,783.0,2827.0,1891.0,1722.0,246.0,3367.0,139.0,454.0,309.0,246.0,15597.0
24.0,2016-03-31,9.0,34.0,159.0,2.0,2.0,21.0,37.0,11.0,4.0,3.0,46.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,203.0,1.0,126.0,0.0,24.0,0.0,4.0,0.0,5.0,21.0,41.0,102.0,0.0,85.0,6.0,956.0,48.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,14.0,4.0,1.0,0.0,2.0,0.0,57.0,0.0,0.0,1.0,16.0,0.0,1.0,13.0,0.0,1.0,127.0,26.0,8.0,9.0,1.0,19.0,57.0,0.0,0.0,24.0,21.0,6.0,12.0,96.0,1.0,8.0,1.0,0.0,16.0,7.0,2.0,3.0,11.0,0.0,0.0,0.0,30.0,0.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,27.0,16.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,41.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,8.0,22.0,13.0,0.0,42.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,30.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,44.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1064.0,48.0,1269.0,1283.0,7.0,32.0,1715.0,975.0,3373.0,2491.0,1863.0,312.0,4042.0,178.0,459.0,365.0,312.0,18724.0
24.0,2016-04-30,13.0,36.0,314.0,5.0,11.0,22.0,54.0,19.0,1.0,0.0,28.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,183.0,1.0,110.0,8.0,32.0,2.0,9.0,1.0,12.0,30.0,41.0,117.0,0.0,51.0,6.0,1120.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,1.0,17.0,0.0,0.0,1.0,6.0,0.0,60.0,1.0,0.0,4.0,12.0,0.0,1.0,10.0,0.0,1.0,159.0,30.0,6.0,8.0,1.0,26.0,60.0,0.0,0.0,30.0,21.0,7.0,4.0,117.0,1.0,16.0,1.0,0.0,22.0,4.0,0.0,3.0,9.0,1.0,0.0,0.0,32.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,28.0,22.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,51.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,1.0,1.0,8.0,20.0,13.0,2.0,50.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,31.0,1.0,15.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,52.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1231.0,32.0,1211.0,1403.0,6.0,44.0,1835.0,1021.0,3508.0,2619.0,1912.0,323.0,4208.0,134.0,447.0,316.0,323.0,19342.0
24.0,2016-05-31,15.0,33.0,231.0,2.0,11.0,21.0,46.0,19.0,1.0,1.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,195.0,0.0,120.0,6.0,24.0,1.0,7.0,0.0,13.0,28.0,55.0,108.0,0.0,72.0,8.0,1081.0,67.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,1.0,2.0,0.0,2.0,14.0,3.0,1.0,0.0,8.0,0.0,54.0,0.0,0.0,1.0,12.0,0.0,0.0,10.0,0.0,0.0,154.0,15.0,10.0,16.0,2.0,24.0,54.0,0.0,1.0,25.0,21.0,9.0,10.0,121.0,1.0,11.0,2.0,1.0,21.0,6.0,1.0,7.0,9.0,0.0,0.0,0.0,42.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,16.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,2.0,11.0,9.0,13.0,5.0,50.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,35.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,44.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,1238.0,36.0,928.0,1242.0,7.0,31.0,1602.0,904.0,2939.0,2181.0,1665.0,253.0,3593.0,124.0,272.0,265.0,253.0,16295.0
24.0,2016-06-30,20.0,28.0,250.0,3.0,19.0,27.0,44.0,7.0,3.0,2.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,162.0,4.0,108.0,4.0,19.0,2.0,5.0,0.0,7.0,34.0,54.0,112.0,0.0,69.0,7.0,1055.0,53.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,1.0,1.0,3.0,16.0,1.0,0.0,0.0,4.0,0.0,48.0,0.0,0.0,3.0,6.0,0.0,0.0,5.0,0.0,0.0,114.0,14.0,3.0,11.0,0.0,9.0,48.0,0.0,0.0,16.0,23.0,7.0,8.0,83.0,2.0,9.0,1.0,2.0,16.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,26.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,20.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,8.0,15.0,0.0,36.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,41.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.0,29.0,865.0,1103.0,3.0,20.0,1555.0,840.0,2730.0,2141.0,1434.0,245.0,3330.0,91.0,260.0,238.0,245.0,15129.0
